年月,電子支付機構名稱,使用者人數,當月代理收付實質交易款項金額(千元),當月帳戶間款項移轉或國內外小額匯兌金額(千元),欄位說明,當月收受儲值款項金額(千元),儲值款項餘額(千元),代理收付款項餘額(千元),各類款項餘額合計(千元)
108年05月,華南商業銀行,1172,15768,0,帳戶間款項移轉,0,,,484
108年05月,街口電子支付股份有限公司,843884,799944,302809,帳戶間款項移轉,1025870,,,355897
108年05月,遠東國際商業銀行,39,28849,0,帳戶間款項移轉,0,,,0
108年05月,陽信商業銀行,3381,99,0,帳戶間款項移轉,0,,,69
108年06月,一卡通票證股份有限公司,1594570,118634,251004,帳戶間款項移轉,546707,,,400806
108年06月,上海商業儲蓄銀行,95,1115,0,帳戶間款項移轉,0,,,3
108年06月,中國信託商業銀行,323620,22656,0,帳戶間款項移轉,98,,,38040
108年06月,中華郵政公司,19590,23889,0,帳戶間款項移轉,0,,,0
108年06月,元大商業銀行,892,90899,0,帳戶間款項移轉,0,,,3268
108年06月,兆豐國際商業銀行,1203,12921,0,帳戶間款項移轉,0,,,2445
108年06月,台北富邦商業銀行,1155,18148,0,帳戶間款項移轉,0,,,2377
108年06月,台新國際商業銀行,12358,629393,0,帳戶間款項移轉,0,,,19700
108年06月,合作金庫商業銀行,4445,7539,0,帳戶間款項移轉,0,,,0
108年06月,國泰世華商業銀行,739,8662,0,帳戶間款項移轉,0,,,0
108年06月,國際連股份有限公司,27343,2,91,帳戶間款項移轉,98,,,1218
108年06月,彰化商業銀行,12004,12282,0,帳戶間款項移轉,9,,,1127
108年06月,橘子支行動支付股份有限公司,186521,9629,377,帳戶間款項移轉,3347,,,18113
108年06月,歐付寶電子支付股份有限公司,830212,92807,42341,帳戶間款項移轉,8929,,,140966
108年06月,永豐商業銀行,412003,13795,0,帳戶間款項移轉,0,,,4694
108年06月,玉山商業銀行,1022217,1390710,0,帳戶間款項移轉,0,,,147418
108年06月,第一商業銀行,20715,19153,0,帳戶間款項移轉,0,,,2446
108年06月,簡單行動支付股份有限公司,31764,1662,36,帳戶間款項移轉,245,,,3923
108年06月,臺灣中小企業銀行,1507,1356,0,帳戶間款項移轉,0,,,9
108年06月,臺灣土地銀行,2825,1686,0,帳戶間款項移轉,0,,,116
108年06月,臺灣新光商業銀行,376,66071,0,帳戶間款項移轉,0,,,6628
108年06月,臺灣銀行,13017,2722,0,帳戶間款項移轉,0,,,2
108年06月,華南商業銀行,1180,14154,0,帳戶間款項移轉,0,,,2150
108年06月,街口電子支付股份有限公司,880495,826404,337737,帳戶間款項移轉,1091043,,,433097
108年06月,遠東國際商業銀行,39,19760,0,帳戶間款項移轉,0,,,0
108年06月,陽信商業銀行,3393,108,0,帳戶間款項移轉,0,,,89
108年07月,一卡通票證股份有限公司,1667983,137634,294599,帳戶間款項移轉,633687,,,416881
108年07月,上海商業儲蓄銀行,151,1449,0,帳戶間款項移轉,0,,,3
108年07月,中國信託商業銀行,325624,26977,0,帳戶間款項移轉,146,,,36137
108年07月,中華郵政公司,19950,24329,0,帳戶間款項移轉,0,,,0
108年07月,元大商業銀行,905,107880,0,帳戶間款項移轉,0,,,14388
108年07月,兆豐國際商業銀行,1215,23523,0,帳戶間款項移轉,0,,,4466
108年07月,台北富邦商業銀行,1262,21400,0,帳戶間款項移轉,0,,,563
108年07月,台新國際商業銀行,12964,712453,0,帳戶間款項移轉,0,,,72862
108年07月,合作金庫商業銀行,4555,10805,0,帳戶間款項移轉,0,,,0
108年07月,國泰世華商業銀行,659,8524,0,帳戶間款項移轉,0,,,0
108年07月,國際連股份有限公司,27786,5,90,帳戶間款項移轉,112,,,1244
108年07月,彰化商業銀行,12219,15966,0,帳戶間款項移轉,17,,,3164
108年07月,橘子支行動支付股份有限公司,202103,11870,491,帳戶間款項移轉,4959,,,19672
108年07月,歐付寶電子支付股份有限公司,836219,102865,36701,帳戶間款項移轉,9243,,,144237
108年07月,永豐商業銀行,412723,18848,0,帳戶間款項移轉,0,,,4084
108年07月,玉山商業銀行,1028569,1484398,0,帳戶間款項移轉,0,,,101431
108年07月,第一商業銀行,20724,24370,0,帳戶間款項移轉,0,,,5041
108年07月,簡單行動支付股份有限公司,32985,2689,19,帳戶間款項移轉,202,,,4827
108年07月,臺灣中小企業銀行,1532,1364,0,帳戶間款項移轉,0,,,9
108年07月,臺灣土地銀行,2687,1407,0,帳戶間款項移轉,0,,,99
108年07月,臺灣新光商業銀行,390,61187,0,帳戶間款項移轉,0,,,1669
108年07月,臺灣銀行,13075,3469,0,帳戶間款項移轉,0,,,0
108年07月,華南商業銀行,1192,19771,0,帳戶間款項移轉,0,,,1291
108年07月,街口電子支付股份有限公司,918980,923387,391961,帳戶間款項移轉,1282535,,,382559
108年07月,遠東國際商業銀行,39,22269,0,帳戶間款項移轉,0,,,0
108年07月,陽信商業銀行,3398,144,0,帳戶間款項移轉,0,,,13
108年08月,一卡通票證股份有限公司,1734683,172619,333851,帳戶間款項移轉,772652,,,459074
108年08月,上海商業儲蓄銀行,234,1083,0,帳戶間款項移轉,0,,,0
108年08月,中國信託商業銀行,327424,32469,0,帳戶間款項移轉,252,,,36404
108年08月,中華郵政公司,20393,24886,0,帳戶間款項移轉,0,,,0
108年08月,元大商業銀行,919,117741,0,帳戶間款項移轉,0,,,2244
108年08月,兆豐國際商業銀行,1225,16818,0,帳戶間款項移轉,0,,,4908
108年08月,台北富邦商業銀行,1369,18636,0,帳戶間款項移轉,0,,,1680
108年08月,台新國際商業銀行,13578,791603,0,帳戶間款項移轉,0,,,17923
108年08月,合作金庫商業銀行,4699,15230,0,帳戶間款項移轉,0,,,0
108年08月,國泰世華商業銀行,655,7356,0,帳戶間款項移轉,0,,,0
108年08月,國際連股份有限公司,28263,7,180,帳戶間款項移轉,194,,,1350
108年08月,彰化商業銀行,12473,19027,0,帳戶間款項移轉,133,,,1798
108年08月,橘子支行動支付股份有限公司,211057,7420,553,帳戶間款項移轉,4636,,,16219
108年08月,歐付寶電子支付股份有限公司,841760,139145,35500,帳戶間款項移轉,9662,,,174062
108年08月,永豐商業銀行,413498,16554,0,帳戶間款項移轉,0,,,3108
108年08月,玉山商業銀行,1040747,1535678,0,帳戶間款項移轉,0,,,102236
108年08月,第一商業銀行,20736,23062,0,帳戶間款項移轉,0,,,3669
108年08月,簡單行動支付股份有限公司,34153,2038,4,帳戶間款項移轉,120,,,1481
108年08月,臺灣中小企業銀行,1563,1253,0,帳戶間款項移轉,0,,,9
108年08月,臺灣土地銀行,2582,1894,0,帳戶間款項移轉,0,,,48
108年08月,臺灣新光商業銀行,395,51390,0,帳戶間款項移轉,0,,,2138
108年08月,臺灣銀行,12989,3463,0,帳戶間款項移轉,0,,,0
108年08月,華南商業銀行,1212,15260,0,帳戶間款項移轉,0,,,1106
108年08月,街口電子支付股份有限公司,952022,1010885,482229,帳戶間款項移轉,1479454,,,461496
108年08月,遠東國際商業銀行,39,23744,0,帳戶間款項移轉,0,,,0
108年08月,陽信商業銀行,3408,347,0,帳戶間款項移轉,0,,,0
108年09月,一卡通票證股份有限公司,1795590,235874,360827,帳戶間款項移轉,888252,,,499050
108年09月,上海商業儲蓄銀行,251,335,0,帳戶間款項移轉,0,,,0
108年09月,中國信託商業銀行,329178,17018,0,帳戶間款項移轉,66,,,35197
108年09月,中華郵政公司,19322,24183,0,帳戶間款項移轉,0,,,0
108年09月,元大商業銀行,949,34022,0,帳戶間款項移轉,0,,,822
108年09月,兆豐國際商業銀行,1233,16702,0,帳戶間款項移轉,0,,,4036
108年09月,台北富邦商業銀行,1452,9889,0,帳戶間款項移轉,0,,,993
108年09月,台新國際商業銀行,14166,194521,0,帳戶間款項移轉,0,,,6595
108年09月,合作金庫商業銀行,4800,12744,0,帳戶間款項移轉,0,,,0
108年09月,國泰世華商業銀行,642,6886,0,帳戶間款項移轉,0,,,0
108年09月,國際連股份有限公司,28817,4,87,帳戶間款項移轉,120,,,1310
108年09月,彰化商業銀行,12668,13686,0,帳戶間款項移轉,2,,,1830
108年09月,橘子支行動支付股份有限公司,214298,6543,436,帳戶間款項移轉,4666,,,15337
108年09月,歐付寶電子支付股份有限公司,846814,140520,36579,帳戶間款項移轉,9292,,,170237
108年09月,永豐商業銀行,414514,14390,0,帳戶間款項移轉,0,,,5579
108年09月,玉山商業銀行,1053024,1186278,0,帳戶間款項移轉,0,,,130132
108年09月,第一商業銀行,20739,8913,0,帳戶間款項移轉,0,,,2105
108年09月,簡單行動支付股份有限公司,35353,3268,310,帳戶間款項移轉,1262,,,2275
108年09月,臺灣中小企業銀行,1580,1157,0,帳戶間款項移轉,0,,,0
108年09月,臺灣土地銀行,2404,1824,0,帳戶間款項移轉,0,,,0
108年09月,臺灣新光商業銀行,400,20888,0,帳戶間款項移轉,0,,,3260
108年09月,臺灣銀行,13061,3141,0,帳戶間款項移轉,0,,,0
108年09月,華南商業銀行,1250,6915,0,帳戶間款項移轉,0,,,1159
108年09月,街口電子支付股份有限公司,1062758,1023767,585504,帳戶間款項移轉,1584791,,,535606
108年09月,遠東國際商業銀行,38,9241,0,帳戶間款項移轉,0,,,0
108年09月,陽信商業銀行,3413,39,0,帳戶間款項移轉,0,,,0
108年10月,一卡通票證股份有限公司,1874079,326957,398216,帳戶間款項移轉,1055246,,,534782
108年10月,上海商業儲蓄銀行,302,374,0,帳戶間款項移轉,0,,,0
108年10月,中國信託商業銀行,331065,20089,0,帳戶間款項移轉,106,,,34681
108年10月,中華郵政公司,19825,25990,0,帳戶間款項移轉,0,,,0
108年10月,元大商業銀行,1015,45398,0,帳戶間款項移轉,0,,,886
108年10月,兆豐國際商業銀行,1237,17396,0,帳戶間款項移轉,0,,,7720
108年10月,台北富邦商業銀行,1471,7311,0,帳戶間款項移轉,0,,,532
108年10月,台新國際商業銀行,14790,240498,0,帳戶間款項移轉,0,,,4874
108年10月,合作金庫商業銀行,4935,11623,0,帳戶間款項移轉,0,,,0
108年10月,國泰世華商業銀行,632,7870,0,帳戶間款項移轉,0,,,0
108年10月,國際連股份有限公司,29313,6,75,帳戶間款項移轉,84,,,1275
108年10月,彰化商業銀行,12649,7721,0,帳戶間款項移轉,32,,,1553
108年10月,愛金卡股份有限公司,13072,796,3,帳戶間款項移轉,1438,,,1043
108年10月,橘子支行動支付股份有限公司,217304,5587,456,帳戶間款項移轉,3896,,,14116
108年10月,歐付寶電子支付股份有限公司,851417,150438,42064,帳戶間款項移轉,9840,,,188348
108年10月,永豐商業銀行,415548,12705,0,帳戶間款項移轉,0,,,3904
108年10月,玉山商業銀行,1066734,1346885,0,帳戶間款項移轉,0,,,83512
108年10月,第一商業銀行,20757,9674,0,帳戶間款項移轉,0,,,691
108年10月,簡單行動支付股份有限公司,36881,1788,1353,帳戶間款項移轉,1634,,,2185
108年10月,臺灣中小企業銀行,1607,802,0,帳戶間款項移轉,0,,,0
108年10月,臺灣土地銀行,2462,1601,0,帳戶間款項移轉,0,,,0
108年10月,臺灣新光商業銀行,406,29587,0,帳戶間款項移轉,0,,,728
108年10月,臺灣銀行,13138,3988,0,帳戶間款項移轉,0,,,0
108年10月,華南商業銀行,1260,7687,0,帳戶間款項移轉,0,,,387
108年10月,街口電子支付股份有限公司,1115797,1125881,801193,帳戶間款項移轉,1652445,,,505206
108年10月,遠東國際商業銀行,38,10409,0,帳戶間款項移轉,0,,,0
108年10月,陽信商業銀行,4170,191,0,帳戶間款項移轉,0,,,0
108年11月,一卡通票證股份有限公司,1954552,556698,430060,帳戶間款項移轉,1370753,,,608652
108年11月,上海商業儲蓄銀行,332,144,0,帳戶間款項移轉,0,,,0
108年11月,中國信託商業銀行,331932,19658,0,帳戶間款項移轉,36,,,34874
108年11月,中華郵政公司,20512,29975,0,帳戶間款項移轉,0,,,0
108年11月,元大商業銀行,1104,31111,0,帳戶間款項移轉,0,,,726
108年11月,兆豐國際商業銀行,1247,14897,0,帳戶間款項移轉,0,,,8287
108年11月,台北富邦商業銀行,1472,7412,0,帳戶間款項移轉,0,,,672
108年11月,台新國際商業銀行,15541,160149,0,帳戶間款項移轉,0,,,4603
108年11月,合作金庫商業銀行,5079,8732,0,帳戶間款項移轉,0,,,0
108年11月,國泰世華商業銀行,766,10433,0,帳戶間款項移轉,0,,,0
108年11月,國際連股份有限公司,29775,3,87,帳戶間款項移轉,141,,,1346
108年11月,彰化商業銀行,12795,6086,0,帳戶間款項移轉,1,,,1019
108年11月,愛金卡股份有限公司,130715,44248,186,帳戶間款項移轉,49685,,,17859
108年11月,橘子支行動支付股份有限公司,219496,8366,293,帳戶間款項移轉,6207,,,17229
108年11月,歐付寶電子支付股份有限公司,855801,154042,29119,帳戶間款項移轉,7813,,,205268
108年11月,永豐商業銀行,416528,11783,0,帳戶間款項移轉,0,,,5286
108年11月,玉山商業銀行,1095655,1440594,0,帳戶間款項移轉,0,,,93310
108年11月,第一商業銀行,20762,7573,0,帳戶間款項移轉,0,,,1174
108年11月,簡單行動支付股份有限公司,37948,1872,1319,帳戶間款項移轉,2030,,,1920
108年11月,臺灣中小企業銀行,1645,1329,0,帳戶間款項移轉,0,,,0
108年11月,臺灣土地銀行,2539,1987,0,帳戶間款項移轉,0,,,0
108年11月,臺灣新光商業銀行,409,19222,0,帳戶間款項移轉,0,,,1278
108年11月,臺灣銀行,13215,4500,0,帳戶間款項移轉,0,,,0
108年11月,華南商業銀行,1281,6673,0,帳戶間款項移轉,0,,,487
108年11月,街口電子支付股份有限公司,1350210,1385395,1178112,帳戶間款項移轉,2159701,,,733033
108年11月,遠東國際商業銀行,38,11749,0,帳戶間款項移轉,0,,,0
108年11月,陽信商業銀行,5097,53,0,帳戶間款項移轉,0,,,0
108年12月,一卡通票證股份有限公司,2027510,587397,515460,帳戶間款項移轉,1439862,,,658462
108年12月,上海商業儲蓄銀行,366,367,0,帳戶間款項移轉,0,,,0
108年12月,中國信託商業銀行,333496,22153,0,帳戶間款項移轉,29,,,34557
108年12月,中華郵政公司,20963,29675,0,帳戶間款項移轉,0,,,0
108年12月,元大商業銀行,1117,37328,0,帳戶間款項移轉,0,,,3747
108年12月,兆豐國際商業銀行,1254,14573,0,帳戶間款項移轉,0,,,3480
108年12月,台北富邦商業銀行,1562,11758,0,帳戶間款項移轉,0,,,1202
108年12月,台新國際商業銀行,16028,188283,0,帳戶間款項移轉,0,,,6299
108年12月,合作金庫商業銀行,5167,9607,0,帳戶間款項移轉,0,,,0
108年12月,國泰世華商業銀行,726,10397,0,帳戶間款項移轉,0,,,0
108年12月,國際連股份有限公司,30233,2,102,帳戶間款項移轉,110,,,1307
108年12月,彰化商業銀行,12937,6449,0,帳戶間款項移轉,1,,,1032
108年12月,悠遊卡股份有限公司,629,70,430,帳戶間款項移轉,574,,,121
108年12月,愛金卡股份有限公司,167847,52503,225,帳戶間款項移轉,51623,,,19808
108年12月,橘子支行動支付股份有限公司,223452,9560,467,帳戶間款項移轉,6247,,,17978
108年12月,歐付寶電子支付股份有限公司,860182,166282,26106,帳戶間款項移轉,7834,,,219716
108年12月,永豐商業銀行,417662,12414,0,帳戶間款項移轉,0,,,6643
108年12月,玉山商業銀行,1116492,1401893,0,帳戶間款項移轉,0,,,96376
108年12月,第一商業銀行,1452,9821,0,帳戶間款項移轉,0,,,2426
108年12月,簡單行動支付股份有限公司,39405,2793,551,帳戶間款項移轉,842,,,1729
108年12月,臺灣中小企業銀行,1646,1262,0,帳戶間款項移轉,0,,,0
108年12月,臺灣土地銀行,2591,2327,0,帳戶間款項移轉,0,,,0
108年12月,臺灣新光商業銀行,415,18964,0,帳戶間款項移轉,0,,,379
108年12月,臺灣銀行,13274,3621,0,帳戶間款項移轉,0,,,0
108年12月,華南商業銀行,1292,6092,0,帳戶間款項移轉,0,,,563
108年12月,街口電子支付股份有限公司,1616273,1491336,1763242,帳戶間款項移轉,2956062,,,741445
108年12月,遠東國際商業銀行,38,7960,0,帳戶間款項移轉,0,,,0
108年12月,陽信商業銀行,5873,123,0,帳戶間款項移轉,0,,,0
109年01月,一卡通票證股份有限公司,2101016,317048,564263,帳戶間款項移轉,1446993,,,663337
109年01月,上海商業儲蓄銀行,379,208,0,帳戶間款項移轉,0,,,0
109年01月,中國信託商業銀行,334780,15115,0,帳戶間款項移轉,56,,,34878
109年01月,中華郵政公司,21204,16945,0,帳戶間款項移轉,0,,,0
109年01月,元大商業銀行,1126,46079,0,帳戶間款項移轉,0,,,0
109年01月,兆豐國際商業銀行,1260,15663,0,帳戶間款項移轉,0,,,1563
109年01月,台北富邦商業銀行,1643,8775,0,帳戶間款項移轉,0,,,2462
109年01月,台新國際商業銀行,16620,209179,0,帳戶間款項移轉,0,,,435
109年01月,合作金庫商業銀行,5314,10150,0,帳戶間款項移轉,0,,,0
109年01月,國泰世華商業銀行,502,5295,0,帳戶間款項移轉,0,,,0
109年01月,國際連股份有限公司,30723,1,74,帳戶間款項移轉,15,,,1152
109年01月,彰化商業銀行,13026,5320,0,帳戶間款項移轉,54,,,1073
109年01月,悠遊卡股份有限公司,1258,208,68,帳戶間款項移轉,902,,,390
